name,position,team,opponent_team,was_home,GW,value,minutes,total_points,form_points,form_minutes,form_ict,last_gw_points,season_form_points,opp_goals_conceded_form,opp_goals_scored_form,fixture_difficulty
Aaron Wan-Bissaka,DEF,West Ham,9,False,6,43,0,0,0.0,22.5,0.925,0.0,0.2,1.0,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,1,False,7,43,78,1,0.0,0.0,0.0,0.0,0.16666666666666666,0.75,1.5,5
Aaron Wan-Bissaka,DEF,West Ham,5,True,8,43,45,1,0.25,19.5,0.275,1.0,0.2857142857142857,1.75,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,11,False,9,43,78,1,0.5,30.75,0.65,1.0,0.375,1.75,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,15,True,10,43,90,7,0.75,50.25,1.4,1.0,0.4444444444444444,1.25,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,3,True,11,43,90,3,2.5,72.75,2.05,7.0,1.1,1.5,1.5,1
Aaron Wan-Bissaka,DEF,West Ham,4,False,12,43,90,2,3.0,75.75,2.2750000000000004,3.0,1.2727272727272727,2.5,1.5,4
Aaron Wan-Bissaka,DEF,West Ham,12,True,13,42,90,1,3.25,87.0,2.625,2.0,1.3333333333333333,2.25,1.0,3
Aaron Wan-Bissaka,DEF,West Ham,14,False,14,42,90,3,3.25,90.0,2.45,1.0,1.3076923076923077,1.5,1.5,4
Aaron Wan-Bissaka,DEF,West Ham,6,False,15,42,90,4,2.25,90.0,3.2750000000000004,3.0,1.4285714285714286,1.25,1.75,4
Aaron Wan-Bissaka,DEF,West Ham,2,True,16,42,90,1,2.5,90.0,4.65,4.0,1.6,1.25,2.25,3
Aaron Wan-Bissaka,DEF,West Ham,13,False,17,42,0,0,2.25,90.0,4.2,1.0,1.5625,1.5,3.5,5
Aaron Wan-Bissaka,DEF,West Ham,10,True,18,42,0,0,2.0,67.5,3.6250000000000004,0.0,1.4705882352941178,2.25,2.25,3
Aaron Wan-Bissaka,DEF,West Ham,6,True,19,42,0,0,1.25,45.0,2.1500000000000004,0.0,1.3888888888888888,1.25,0.5,3
Aaron Wan-Bissaka,DEF,West Ham,20,False,20,42,0,0,0.25,22.5,0.27500000000000024,0.0,1.3157894736842106,1.75,0.75,2
Aaron Wan-Bissaka,DEF,West Ham,16,True,21,41,0,0,0.0,0.0,0.0,0.0,1.25,2.0,0.5,3
Aaron Wan-Bissaka,DEF,West Ham,18,False,22,41,90,4,0.0,0.0,0.0,0.0,1.1904761904761905,1.0,1.0,3
Aaron Wan-Bissaka,DEF,West Ham,17,True,23,41,90,2,1.0,22.5,1.8000000000000003,4.0,1.3181818181818181,1.25,0.75,2
Aaron Wan-Bissaka,DEF,West Ham,7,False,24,41,90,7,1.5,45.0,2.45,2.0,1.3478260869565217,1.0,1.75,3
Aaron Wan-Bissaka,DEF,West Ham,3,False,25,41,90,8,3.25,67.5,4.7,7.0,1.5833333333333333,2.0,1.25,2
Aaron Wan-Bissaka,DEF,West Ham,14,True,26,41,90,2,5.25,90.0,5.3500000000000005,8.0,1.84,1.0,2.5,3
Aaron Wan-Bissaka,DEF,West Ham,4,True,27,41,90,6,4.75,90.0,4.1000000000000005,2.0,1.8461538461538463,1.0,2.0,3
Aaron Wan-Bissaka,DEF,West Ham,12,False,28,41,90,0,5.75,90.0,4.375,6.0,2.0,0.75,1.75,4
Aaron Wan-Bissaka,DEF,West Ham,10,False,29,41,90,7,4.0,90.0,2.5500000000000003,0.0,1.9285714285714286,1.75,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,13,True,30,41,90,2,3.75,90.0,2.7,7.0,2.103448275862069,0.75,2.0,4
Aaron Wan-Bissaka,DEF,West Ham,2,False,31,41,82,0,3.75,90.0,2.4499999999999997,2.0,2.1,2.5,0.75,4
Aaron Wan-Bissaka,DEF,West Ham,20,True,32,41,0,0,2.25,88.0,1.75,0.0,2.032258064516129,1.0,1.5,1
Aaron Wan-Bissaka,DEF,West Ham,8,False,33,41,0,0,2.25,65.5,1.325,0.0,1.96875,1.0,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,9,True,34,41,0,0,0.5,43.0,0.525,0.0,1.9090909090909092,1.5,1.5,3
Aaron Wan-Bissaka,DEF,West Ham,5,False,35,41,25,1,0.0,20.5,0.225,0.0,1.8529411764705883,1.0,0.75,3
Aaron Wan-Bissaka,DEF,West Ham,1,True,36,41,90,2,0.25,6.25,0.25,1.0,1.8285714285714285,1.0,1.5,4
Aaron Wan-Bissaka,DEF,West Ham,15,False,37,41,62,1,0.75,28.75,0.825,2.0,1.8333333333333333,1.25,1.25,3
Aaron Wan-Bissaka,DEF,West Ham,11,True,38,41,0,0,1.0,44.25,1.05,1.0,1.8108108108108107,0.5,2.0,2
Aarón Anselmino,DEF,Chelsea,8,True,1,40,0,0,,,,,,,,3
Aarón Anselmino,DEF,Chelsea,19,False,2,40,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3
Aarón Anselmino,DEF,Chelsea,10,True,3,40,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3
Aarón Anselmino,DEF,Chelsea,5,False,4,40,0,0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,3
Aarón Anselmino,DEF,Chelsea,14,False,5,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,4
Aarón Anselmino,DEF,Chelsea,6,True,6,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.25,3
Aarón Anselmino,DEF,Chelsea,12,True,7,40,0,0,0.0,0.0,0.0,0.0,0.0,0.75,1.25,3
Aarón Anselmino,DEF,Chelsea,16,False,8,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,0.25,3
Aarón Anselmino,DEF,Chelsea,17,True,9,40,0,0,0.0,0.0,0.0,0.0,0.0,0.75,1.0,2
Aarón Anselmino,DEF,Chelsea,18,False,10,40,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.75,3
Aarón Anselmino,DEF,Chelsea,20,True,11,40,0,0,0.0,0.0,0.0,0.0,0.0,2.25,0.75,1
Aarón Anselmino,DEF,Chelsea,3,False,12,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,2
Aarón Anselmino,DEF,Chelsea,1,True,13,40,0,0,0.0,0.0,0.0,0.0,0.0,0.75,2.25,4
Aarón Anselmino,DEF,Chelsea,11,False,14,40,0,0,0.0,0.0,0.0,0.0,0.0,2.75,1.0,3
Aarón Anselmino,DEF,Chelsea,4,False,15,40,0,0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,4
Aarón Anselmino,DEF,Chelsea,9,True,16,40,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3
Aarón Anselmino,DEF,Chelsea,15,False,17,40,0,0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,3
Aarón Anselmino,DEF,Chelsea,2,True,18,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,2.75,3
Aarón Anselmino,DEF,Chelsea,4,True,19,40,0,0,0.0,0.0,0.0,0.0,0.0,2.25,1.5,3
Aarón Anselmino,DEF,Chelsea,13,False,20,40,0,0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,5
Aarón Anselmino,DEF,Chelsea,10,False,21,40,0,0,0.0,0.0,0.0,0.0,0.0,0.75,1.25,3
Aarón Anselmino,DEF,Chelsea,5,True,22,40,0,0,0.0,0.0,0.0,0.0,0.0,0.75,2.75,3
Aarón Anselmino,DEF,Chelsea,8,False,23,40,0,0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,3
Aarón Anselmino,DEF,Chelsea,19,True,24,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.5,2
Aarón Anselmino,DEF,Chelsea,20,False,25,40,0,0,0.0,0.0,0.0,0.0,0.0,1.25,0.25,2
Aarón Anselmino,DEF,Chelsea,11,True,26,40,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.25,2
Aarón Anselmino,DEF,Chelsea,3,True,27,40,0,0,0.0,0.0,0.0,0.0,0.0,2.25,1.25,1
Aarón Anselmino,DEF,Chelsea,1,False,28,40,0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.0,5
Aarón Anselmino,DEF,Chelsea,2,False,29,40,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,4
Aarón Anselmino,DEF,Chelsea,15,True,30,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,3
Aarón Anselmino,DEF,Chelsea,9,False,31,40,0,0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,3
Aarón Anselmino,DEF,Chelsea,13,True,32,40,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,4
Aarón Anselmino,DEF,Chelsea,14,True,33,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.75,3
Aarón Anselmino,DEF,Chelsea,6,False,33,40,0,0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,4
Aarón Anselmino,DEF,Chelsea,16,True,35,40,0,0,0.0,0.0,0.0,0.0,0.0,0.5,3.25,3
Aarón Anselmino,DEF,Chelsea,12,False,36,40,0,0,0.0,0.0,0.0,0.0,0.0,1.25,2.25,4
Aarón Anselmino,DEF,Chelsea,18,True,37,40,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,3
Aarón Anselmino,DEF,Chelsea,17,False,38,40,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,3
Abdallah Sima,MID,Brighton,10,True,1,55,0,0,,,,,,,,3
Abdallah Sima,MID,Brighton,9,False,2,55,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3
Abdallah Sima,MID,Brighton,13,True,3,54,0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4
Abdallah Sima,MID,Brighton,4,False,4,54,0,0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,4
Abdallah Sima,MID,Brighton,18,True,5,54,0,0,0.0,0.0,0.0,0.0,0.0,0.25,2.0,3
Abdallah Sima,MID,Brighton,7,False,6,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,2.5,3
Abdallah Sima,MID,Brighton,20,False,7,54,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2
Abdallah Sima,MID,Brighton,15,True,8,54,0,0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3
Abdallah Sima,MID,Brighton,14,False,9,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,1.75,4
Abdallah Sima,MID,Brighton,11,True,10,54,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.25,2
Abdallah Sima,MID,Brighton,8,False,11,54,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,3
Abdallah Sima,MID,Brighton,5,True,12,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,3
Abdallah Sima,MID,Brighton,16,False,13,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,2.0,3
Abdallah Sima,MID,Brighton,2,True,14,54,0,0,0.0,0.0,0.0,0.0,0.0,0.75,1.75,3
Abdallah Sima,MID,Brighton,19,True,15,54,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.5,2
Abdallah Sima,MID,Brighton,12,False,16,54,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.5,4
Abdallah Sima,MID,Brighton,17,True,17,54,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.25,2
Abdallah Sima,MID,Brighton,1,False,18,54,0,0,0.0,0.0,0.0,0.0,0.0,0.75,1.5,5
Abdallah Sima,MID,Brighton,19,False,19,54,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.75,3
Abdallah Sima,MID,Brighton,3,True,20,54,0,0,0.0,0.0,0.0,0.0,0.0,1.75,1.0,1
Abdallah Sima,MID,Brighton,13,False,21,54,0,0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,5
Abdallah Sima,MID,Brighton,4,True,22,54,0,0,0.0,0.0,0.0,0.0,0.0,2.75,2.0,3
Abdallah Sima,MID,Brighton,10,False,23,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,3
Abdallah Sima,MID,Brighton,9,True,24,54,0,0,0.0,0.0,0.0,0.0,0.0,1.5,1.25,3
Abdallah Sima,MID,Brighton,8,True,25,54,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0.75,3
Abdallah Sima,MID,Brighton,2,False,26,54,0,0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,4
Abdallah Sima,MID,Brighton,5,False,27,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,3
Abdallah Sima,MID,Brighton,16,True,28,54,0,0,0.0,0.0,0.0,0.0,0.0,1.25,0.5,3
