name,position,team,opponent_team,was_home,GW,value,minutes,total_points,form_points,form_minutes,form_ict,last_gw_points,season_form_points,opp_goals_conceded_form,opp_goals_scored_form,fixture_difficulty
Aaron Connolly,FWD,Brighton,5,False,1,55,0,0,,,,,,,,2
Aaron Connolly,FWD,Brighton,18,True,2,55,45,1,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2
Aaron Connolly,FWD,Brighton,8,True,3,55,0,0,0.5,22.5,0.25,1.0,0.5,1.5,2.5,2
Aaron Connolly,FWD,Brighton,3,False,4,54,0,0,0.3333333333333333,15.0,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,2
Aaron Connolly,FWD,Brighton,9,True,5,54,0,0,0.25,11.25,0.125,0.0,0.25,1.5,1.0,2
Aaron Connolly,FWD,Brighton,7,False,6,53,14,1,0.25,11.25,0.125,0.0,0.2,1.25,1.25,2
Aaron Connolly,FWD,Brighton,1,True,7,53,0,0,0.25,3.5,0.025,1.0,0.3333333333333333,1.5,1.25,4
Aaron Connolly,FWD,Brighton,15,False,8,53,0,0,0.25,3.5,0.025,0.0,0.2857142857142857,1.5,0.25,2
Aaron Connolly,FWD,Brighton,12,True,9,53,0,0,0.25,3.5,0.025,0.0,0.25,0.5,1.25,5
Aaron Connolly,FWD,Brighton,11,False,10,53,0,0,0.25,3.5,0.025,0.0,0.2222222222222222,1.25,3.75,5
Aaron Connolly,FWD,Brighton,14,True,11,53,0,0,0.0,0.0,0.0,0.0,0.2,2.25,1.0,2
Aaron Connolly,FWD,Brighton,2,False,12,53,0,0,0.0,0.0,0.0,0.0,0.18181818181818182,2.75,1.0,2
Aaron Connolly,FWD,Brighton,10,True,13,53,0,0,0.0,0.0,0.0,0.0,0.16666666666666666,1.25,1.25,2
Aaron Connolly,FWD,Brighton,19,False,14,53,0,0,0.0,0.0,0.0,0.0,0.15384615384615385,1.5,2.0,3
Aaron Connolly,FWD,Brighton,16,False,15,53,35,1,0.0,0.0,0.0,0.0,0.14285714285714285,2.0,1.0,3
Aaron Connolly,FWD,Brighton,20,True,17,53,60,2,0.25,8.75,0.575,1.0,0.2,0.5,0.0,3
Aaron Connolly,FWD,Brighton,3,True,19,53,0,0,0.75,23.75,0.625,2.0,0.3125,1.25,1.25,2
Aaron Connolly,FWD,Brighton,6,False,20,53,0,0,0.75,23.75,0.625,0.0,0.29411764705882354,1.0,1.75,4
Aaron Connolly,FWD,Brighton,8,False,21,53,0,0,0.75,23.75,0.625,0.0,0.2777777777777778,2.25,1.25,2
Aaron Connolly,FWD,Brighton,7,True,22,53,0,0,0.5,15.0,0.05,0.0,0.2631578947368421,2.0,1.75,2
Aaron Connolly,FWD,Brighton,6,True,22,53,0,0,0.0,0.0,0.0,0.0,0.25,1.0,1.5,4
